identifier,datestamp,setSpec,@xmlns:dc,@xmlns:oai_dc,@xmlns:xsi,@xsi:schemaLocation,dc:identifier,dc:title,dc:creator,dc:publisher,dc:date,dc:format,dc:language,dc:relation,dc:type,dc:source,dc:rights,dc:description,provenance,sdewey,dewey,source,typedoc,nqamoyen,mode_indexation,title,date,first_indexation_date,streamable
oai:bnf.fr:gallica/ark:/12148/bpt6k7552m,2019-07-20,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,"['https://gallica.bnf.fr/ark:/12148/bpt6k7552m', 'https://gallica.bnf.frISBN 2730702601']",Journal d'un poète ([Reproduction en fac-similé]) / Alfred de Vigny ; recueilli et publié... par Louis Ratisbonne,"Vigny, Alfred de (1797-1863). Auteur du texte",(Plan-de-la-Tour),1885,"['1 vol. (323 p.) ; 16 cm', 'Nombre total de vues :  334']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb34654404f,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]",Bibliothèque nationale de France,conditions spécifiques d'utilisation - Microformes et reprints,"['Collection : Les introuvables ; 204', 'Collection : Les introuvables ; 204']",bnf.fr,84,8,Bibliothèque nationale de France,monographie,98.13,text,Journal d'un poète ([Reproduction en fac-similé]) / Alfred de Vigny ; recueilli et publié... par Louis Ratisbonne,1885,22/09/2014,false
oai:bnf.fr:gallica/ark:/12148/bpt6k5510323h,2021-02-05,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k5510323h,L'homme qui rit / Victor Hugo ; illustrations de D. Vierge,"Hugo, Victor (1802-1885). Auteur du texte",(Paris),1876,"['1 vol. (632 p.) : ill. ; gr. in-8', 'Nombre total de vues :  638']",fre,"['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb11994124z', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30625515f']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Littérature et art, 4-Y2-174",domaine public,"[""[L'homme qui rit (français)]"", 'Contient une table des matières', 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 4-Y2-174",monographie,97.45,text,L'homme qui rit / Victor Hugo ; illustrations de D. Vierge,1876,24/03/2009,false
oai:bnf.fr:gallica/ark:/12148/bpt6k2009298,2022-06-22,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k2009298,La Faustin / Edmond de Goncourt,"Goncourt, Edmond de (1822-1896). Auteur du texte",G. Charpentier (Paris),1882,"['1 vol. (IV-343 p.) ; in-18', 'Nombre total de vues :  351']",fre,"['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb16637304j', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30521306s']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]",Bibliothèque nationale de France,domaine public,[La Faustin (français)],bnf.fr,84,8,Bibliothèque nationale de France,monographie,88.27,text,La Faustin / Edmond de Goncourt,1882,15/10/2007,false
oai:bnf.fr:gallica/ark:/12148/bpt6k5708112q,2021-02-05,"['gallica:corpus:Aquit1', 'gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k5708112q,La comtesse de Charny / par Alexandre Dumas,"Dumas, Alexandre (1802-1870). Auteur du texte","['administration de ""la Petite République française"" (Paris)', 'bureau des publications illustrées (Bordeaux)']",18..,"['1 vol. (767 p.) : ill. ; gr. in-8', 'Nombre total de vues :  770']",fre,"['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb12178580v', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30372850k']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Littérature et art, 4-Y2-1226",domaine public,"['[La comtesse de Charny (français)]', 'Appartient à l’ensemble documentaire : Aquit1', 'Contient une table des matières', 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 4-Y2-1226",monographie,97.14,text,La comtesse de Charny / par Alexandre Dumas,18..,16/09/2009,false
oai:bnf.fr:gallica/ark:/12148/bpt6k5672908d,2018-04-26,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k5672908d,"Les orages de la vie. Première série, Thérèse Lemajeur ; Madeleine Lorin / par Charles Barbara","Barbara, Charles (1822-1886). Auteur du texte",L. Hachette et Cie (Paris),1860,"['1 vol. (293 p.) ; in-16', 'Nombre total de vues :  318']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb300533150,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, Y2-16061",domaine public,"['Collection : Bibliothèque des chemins de fer', 'Contient une table des matières', 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, Y2-16061",monographie,99.98,text,"Les orages de la vie. Première série, Thérèse Lemajeur ; Madeleine Lorin / par Charles Barbara",1860,17/08/2009,false
oai:bnf.fr:gallica/ark:/12148/bpt6k58141387,2021-03-19,"['gallica:corpus:HNormand1', 'gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k58141387,"Oeuvres posthumes de Jacques-Henri-Bernardin de Saint-Pierre / mises en ordre et précédées de la vie de l'auteur, par L. Aimé-Martin","['Bernardin de Saint-Pierre, Henri (1737-1814). Auteur du texte', 'Martin, Louis-Aimé (1782-1847). Auteur du texte']",(Paris),1833,"['1 vol. (LXXXVII-621 p.à 2 col.-[1] f. de front.) : ill. en noir ; in-4 (26 cm)', 'Nombre total de vues :  722']",fre,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb312840412,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Littérature et art, Z-5174",domaine public,"['Comprend : Essai sur la vie de Bernardin de Saint-Pierre / L. Aimé-Martin', 'Appartient à l’ensemble documentaire : HNormand1', 'Appartient à l’ensemble documentaire : BmLHav000', 'Contient une table des matières', 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, Z-5174",monographie,99.98,text,"Oeuvres posthumes de Jacques-Henri-Bernardin de Saint-Pierre / mises en ordre et précédées de la vie de l'auteur, par L. Aimé-Martin",1833,22/03/2010,false
oai:bnf.fr:gallica/ark:/12148/bpt6k80718m,2022-06-22,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k80718m,"Conflits intimes ; Le chapiteau : roman ; Le beau rôle / Paul Bourget,...","Bourget, Paul (1852-1935). Auteur du texte",Plon-Nourrit (Paris),1925,"['300 p. ; 18 cm', 'Nombre total de vues :  309']",fre,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31856953f,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-69473",domaine public,Contient une table des matières,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-69473",monographie,89.81,text,"Conflits intimes ; Le chapiteau : roman ; Le beau rôle / Paul Bourget,...",1925,15/10/2007,false
oai:bnf.fr:gallica/ark:/12148/bpt6k5774121c,2021-04-30,"['gallica:theme:8:82', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k5774121c,Quinze histoires d'Edgar Poe / [traduction de] Charles Baudelaire ; illustrations de Louis Legrand ; [édité par les soins de MM. Ch. Delafosse et E. Rodrigues],"Poe, Edgar Allan (1809-1849). Auteur du texte",(Paris),1897,"['1 vol. (401-7 p.- [15] f. de pl.) : ill. ; in-4', 'Nombre total de vues :  478']",fre,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb300664810,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Réserve des livres rares, RES M-Y2-38",domaine public,"['Contient une table des matières', 'Avec mode texte']",bnf.fr,82,8,"Bibliothèque nationale de France, département Réserve des livres rares, RES M-Y2-38",monographie,97.79,text,Quinze histoires d'Edgar Poe / [traduction de] Charles Baudelaire ; illustrations de Louis Legrand ; [édité par les soins de MM. Ch. Delafosse et E. Rodrigues],1897,12/01/2010,false
oai:bnf.fr:gallica/ark:/12148/bpt6k4220055s,2020-01-31,"['gallica:theme:8:80', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k4220055s,La reine Margot / par Alexandre Dumas. L' allée des veuves / par Charles Rabou. L'honneur de la famille / par Clémence Robert,"['Dumas, Alexandre (1802-1870). Auteur du texte', 'Rabou, Charles (1803-1871). Auteur du texte', 'Robert, Clémence (1797-1872). Auteur du texte']",(New-York),1845,"['448 p. ; 25 cm', 'Nombre total de vues :  460']","['fre', 'français']","['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb12417486p', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb32055888b']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, Y2-323",domaine public,"['[La reine Margot (français)]', ""Comprend : L' allée des veuves / par Charles Rabou ; L' honneur de la famille / par Clémence Robert"", 'Avec mode texte']",bnf.fr,80,8,"Bibliothèque nationale de France, département Littérature et art, Y2-323",monographie,89.25,text,La reine Margot / par Alexandre Dumas. L' allée des veuves / par Charles Rabou. L'honneur de la famille / par Clémence Robert,1845,17/10/2019,false
oai:bnf.fr:gallica/ark:/12148/bpt6k9767400q,2018-04-26,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k9767400q,Micheline / Hector Malot,"Malot, Hector (1830-1907). Auteur du texte",G. Charpentier (Paris),1884,"['1 vol. (404 p.) ; in-12', 'Nombre total de vues :  422']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30868654h,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-7879",domaine public,Avec mode texte,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-7879",monographie,99.61,text,Micheline / Hector Malot,1884,20/02/2017,false
oai:bnf.fr:gallica/ark:/12148/bpt6k948733b,2019-09-27,gallica:typedoc:monographies,http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k948733b,"Les Quatre évangiles. Travail, par Émile Zola","Zola, Émile (1840-1902). Auteur du texte",(Paris),1920,"['In-16', 'Nombre total de vues :  336']","['fre', 'français']","['Notice d’oeuvre : http://catalogue.bnf.fr/ark:/12148/cb120473792', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb316908029']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, 16-Y2-13620 (1)",domaine public,"['[Les quatre Évangiles (français)]', 'Avec mode texte']",bnf.fr,,,"Bibliothèque nationale de France, département Littérature et art, 16-Y2-13620 (1)",monographie,89.17,text,"Les Quatre évangiles. Travail, par Émile Zola",1920,11/03/2018,false
oai:bnf.fr:gallica/ark:/12148/bpt6k61225396,2018-04-26,"['gallica:theme:8:80', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k61225396,Fables de Florian... / avec des notes par H. de Suckau. suivies [des poèmes de Tobie et de Ruth et]. d'un choix de fables de Lamothe et de l'abbé Aubert,"['Florian, Jean-Pierre Claris de (1755-1794). Auteur du texte', 'Aubert, Jean-Louis (1731-1814). Auteur du texte', 'La Motte, Antoine de (1672-1731). Auteur du texte']",Bernardin-Béchet (Paris),1870,"['392 p. : fig. et pl. ; in-18', 'Nombre total de vues :  430']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb304439274,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, YE-22490",domaine public,"[""Comprend : Choix de fables de l'abbé Aubert ; Choix de fables de Lamothe"", 'Contient une table des matières', 'Avec mode texte']",bnf.fr,80,8,"Bibliothèque nationale de France, département Littérature et art, YE-22490",monographie,97.41,text,Fables de Florian... / avec des notes par H. de Suckau. suivies [des poèmes de Tobie et de Ruth et]. d'un choix de fables de Lamothe et de l'abbé Aubert,1870,23/08/2010,false
oai:bnf.fr:gallica/ark:/12148/bpt6k9691681k,2018-04-26,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k9691681k,Mademoiselle de Sainte-Luce / par Charles Barbara,"Barbara, Charles (1822-1886). Auteur du texte",Librairie internationale (Paris),1868,"['1 vol. (305 p.) ; in-18', 'Nombre total de vues :  340', 'application/epub+zip 3.0 accessible', 'Format adaptable de type XML DTBook, 2005-3']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb300533139,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, Y2-16059",domaine public,"['Contient une table des matières', 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, Y2-16059",monographie,98.98,text,Mademoiselle de Sainte-Luce / par Charles Barbara,1868,19/06/2016,false
oai:bnf.fr:gallica/ark:/12148/bpt6k912745,2019-07-19,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k912745,Conscience / Hector Malot,"Malot, Hector (1830-1907). Auteur du texte",(Paris),1888,"['1 vol. (421 p.) ; in-12', 'Nombre total de vues :  426']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30868601x,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, 8-Y2-41263",domaine public,,bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 8-Y2-41263",monographie,94.73,text,Conscience / Hector Malot,1888,15/10/2007,false
oai:bnf.fr:gallica/ark:/12148/bpt6k96854435,2022-06-22,"['gallica:theme:6:61', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k96854435,"De la physionomie et des mouvements d'expression (3e édition) / Pierre Gratiolet ; suivi d'une notice sur sa vie et ses travaux et de la nomenclature de ses ouvrages, par Louis Grandeau","Gratiolet, Pierre-Louis (1815-1865). Auteur du texte",J. Hetzel (Paris),1873,"['1 vol. (VI-438 p.) : portrait et fig. ; in-18', 'Nombre total de vues :  462']",fre,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30535955t,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Littérature et art, V-40698",domaine public,"[""Collection : Bibliothèque d'éducation et de récréation"", ""Collection : Bibliothèque d'éducation et de récréation"", 'Contient une table des matières', 'Avec mode texte']",bnf.fr,61,6,"Bibliothèque nationale de France, département Littérature et art, V-40698",monographie,98.99,text,"De la physionomie et des mouvements d'expression (3e édition) / Pierre Gratiolet ; suivi d'une notice sur sa vie et ses travaux et de la nomenclature de ses ouvrages, par Louis Grandeau",1873,22/05/2016,false
oai:bnf.fr:gallica/ark:/12148/bpt6k2069618,2019-05-24,"['gallica:theme:9:90', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k2069618,"Le prêtre, la femme et la famille (Nouv. éd.) / J. Michelet","Michelet, Jules (1798-1874). Auteur du texte",(Paris),1861,"['356 p. ; in-18', 'Nombre total de vues :  359']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb340454409,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]",Bibliothèque nationale de France,domaine public,Avec mode texte,bnf.fr,90,9,Bibliothèque nationale de France,monographie,98.12,text,"Le prêtre, la femme et la famille (Nouv. éd.) / J. Michelet",1861,15/10/2007,false
oai:bnf.fr:gallica/ark:/12148/bpt6k5607558j,2021-02-05,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k5607558j,"Un billet de loterie, le numéro 9672 ; Suivi de Frritt-Flacc / par Jules Verne ; dessins par George Roux","Verne, Jules (1828-1905). Auteur du texte",(Paris),1886,"['1 vol. (198 p.) : ill., pl., carte, fig. au titre, frontisp. ; gr. in-8', 'Nombre total de vues :  220']",fre,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31562648r,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Littérature et art, 4-Y2-1162",domaine public,"[""Collection : Bibliothèque d'éducation et de récréation. Les voyages extraordinaires"", ""Collection : Bibliothèque d'éducation et de récréation"", 'Appartient à l’ensemble documentaire : UnivJeun0', 'Contient une table des matières', 'Avec mode texte']",bnf.fr,84,8,"Bibliothèque nationale de France, département Littérature et art, 4-Y2-1162",monographie,91.89,text,"Un billet de loterie, le numéro 9672 ; Suivi de Frritt-Flacc / par Jules Verne ; dessins par George Roux",1886,24/08/2009,false
oai:bnf.fr:gallica/ark:/12148/bpt6k63954077,2022-06-22,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k63954077,L'Hôtel des commissaires-priseurs / par Champfleury,Champfleury (1821-1889). Auteur du texte,E. Dentu (Paris),1867,"['1 vol. (XII-290 p.-[1] p. de pl.) : frontispice gravé ; in-12', 'Nombre total de vues :  324', 'application/epub+zip 3.0 accessible', 'Format adaptable de type XML DTBook, 2005-3']",fre,Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31926257f,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]",Bibliothèque nationale de France,domaine public,"['Appartient à l’ensemble documentaire : GTextes1', 'Contient une table des matières', 'Avec mode texte']",bnf.fr,84,8,Bibliothèque nationale de France,monographie,99.96,text,L'Hôtel des commissaires-priseurs / par Champfleury,1867,03/12/2012,false
oai:bnf.fr:gallica/ark:/12148/bpt6k147868n,2019-07-26,"['gallica:corpus:Centre1', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k147868n,"Promenades autour d'un village, par George Sand. [Le Berry.]","Sand, George (1804-1876). Auteur du texte",(Paris),1869,"['In-18, 257 p.', 'Nombre total de vues :  262']","['fre', 'français']",Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31293776m,"[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'monographie imprimée')])]","Bibliothèque nationale de France, département Littérature et art, Y2-65273",domaine public,"['Appartient à l’ensemble documentaire : Centre1', 'Avec mode texte']",bnf.fr,,,"Bibliothèque nationale de France, département Littérature et art, Y2-65273",monographie,89.15,text,"Promenades autour d'un village, par George Sand. [Le Berry.]",1869,15/11/2010,false
oai:bnf.fr:gallica/ark:/12148/bpt6k727046,2022-12-02,"['gallica:theme:8:84', 'gallica:typedoc:monographies']",http://purl.org/dc/elements/1.1/,http://www.openarchives.org/OAI/2.0/oai_dc/,http://www.w3.org/2001/XMLSchema-instance,http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd,https://gallica.bnf.fr/ark:/12148/bpt6k727046,Victor Hugo ; C. Romans. [12] / [1] / Victor Hugo,"Hugo, Victor (1802-1885). Auteur du texte","J. Lemonnyer, G. Richard [E. Testard] (Paris)",1889-1892,"14 vol. : portr., pl. et fig. ; in-4",fre,"[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb37346781w"", ""Titre d'ensemble : Victor Hugo"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb37300601v']","[OrderedDict([('@xml:lang', 'eng'), ('#text', 'text')]), OrderedDict([('@xml:lang', 'fre'), ('#text', 'monographie imprimée')]), OrderedDict([('@xml:lang', 'eng'), ('#text', 'printed monograph')])]","Bibliothèque nationale de France, département Fonds du service reproduction, Rés. m-Z-8 (12)",domaine public,,bnf.fr,84,8,"Bibliothèque nationale de France, département Fonds du service reproduction, Rés. m-Z-8 (12)",monographie,91.44,text,Victor Hugo ; C. Romans. [12] / [1] / Victor Hugo,1889-1892,15/10/2007,false
