GUID;SatzID;Pre;Match;Post;figuratif (f) ou concret (c);Dateiname;Ark;dc:title;dc:creator;dc:publisher;dc:date;dc:format;dc:language;dc:type;sdewey;dewey;setSpec;dc:description;dc:source;dc:relation;dc:rights;dc:identifier;datestamp;@xmlns:dc;@xmlns:oai_dc;@xmlns:xsi;@xsi:schemaLocation;provenance;typedoc;nqamoyen;mode_indexation;first_indexation_date
89ada38aebdd4211ab3fa75f36a6d778;294;L' enfant montra de loin à son père sa petite marmite dans laquelle il lui apportait son goûter . Cette apparition acheva de;paralyser;Roussel, qui réalisait déjà la prédiction de Cantain, car son visage avait passé de l' extrême pâleurà une coloration extrême. On vit l' artère du bras roidi par une tension fatigante , se gonfler soudainement comme un ruisseau sous l' orage et précipiter à flots bleus dans les veines du col la foudroyante congestion apoplectique qui se , répandit bientôt sur la face , où elle injecta les yeux d' un filet pourpre , en même temps qu' elle amenait à la bouche , vainement ouverte à l' aspiration de l' air , la première écume de ce flux sanglant .;f;Murger_Le sabot rouge;ark__12148_bpt6k86302774;Le sabot rouge ;Murger, Henry (1822-1861);Michel Lévy frères (Paris);1860;"1 vol. (305 p.) ; in-18, Nombre total de vues :  328";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:theme:8:84', 'gallica:typedoc:monographies'];['Collection : Collection Michel Lévy', 'Contient une table des matières', 'Avec mode texte'];Bibliothèque nationale de France, département Littérature et art, Y2-55738;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30997933x;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k86302774;2018-04-26;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9994;text;2015-12-13 23:00:00
89ada38aebdd4211ab3fa75f36a6d778;2948;Machinalement il avait abattu son fusil dans la direction du loup qu' il avait en face de lui , et l' ajustait dans l' espèce de rayonnement que ses yeux formaient dans l' obscurité , lorsqu' il entendit un hurlement lointain qui semblait se rapprocher et auquel répondirent les deux animaux au milieu desquels il se trouvait . – C' est toute la bande de ce matin, pensa-t- il intérieurement, et, pris par une de ces épouvantes qui;paralysent paralysent;réflexion, il se jeta d' un bond dans le bois au bord duquel il se trouvait. En obéissant à un premier mouvement de terreur , lorsque Isidore s' était lancé dans le tailis , la branche inférieure d' un arbre contre lequel il s' était heurté sans le voir lui avait froissé la jambe .;f;Murger_Le sabot rouge;ark__12148_bpt6k86302774;Le sabot rouge ;Murger, Henry (1822-1861);Michel Lévy frères (Paris);1860;"1 vol. (305 p.) ; in-18, Nombre total de vues :  328";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:theme:8:84', 'gallica:typedoc:monographies'];['Collection : Collection Michel Lévy', 'Contient une table des matières', 'Avec mode texte'];Bibliothèque nationale de France, département Littérature et art, Y2-55738;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30997933x;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k86302774;2018-04-26;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9994;text;2015-12-13 23:00:00
89ada38aebdd4211ab3fa75f36a6d778;2901;"Cependant , à chaque tentative qu' il faisait pour en sortir , il sentait la neige foulée céder sous la pesanteur de son corps . Sensiblement pénétré par un engourdissement qui s' étendait déjà jusqu' au buste, il essaya de briser l' étau de glace qui le retenait; mais ses bras,";paralysés;par le froid, avaient déjà perdu la liberté de leurs mouvements. Il voulut crier de nouveau , un son rauque sortit péniblement de son gosier .;f;Murger_Le sabot rouge;ark__12148_bpt6k86302774;Le sabot rouge ;Murger, Henry (1822-1861);Michel Lévy frères (Paris);1860;"1 vol. (305 p.) ; in-18, Nombre total de vues :  328";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:theme:8:84', 'gallica:typedoc:monographies'];['Collection : Collection Michel Lévy', 'Contient une table des matières', 'Avec mode texte'];Bibliothèque nationale de France, département Littérature et art, Y2-55738;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30997933x;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k86302774;2018-04-26;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9994;text;2015-12-13 23:00:00
caac342a3ea24ceb90afede78141472a;3001;"Comprendre le péril , c'est déjà l'amoindrir , et le sang-froi'd est le meilleur instrument de délivrance ; il double les chances de salut , de même que la terreur double les chances de perte . D'un prompt coup d'oeil Hélène avait vu toute l'émmence du danger auquel était exposé Antoine, et le cri qu'elle avait poussé avait rappelé çelui-ci-à la vie en l'enlevantà cette";paralysie;d'intelligence,à cette mort anticipée que produit le vertige. Immobile et calme , Hélène commença par appuyer fortement les deux pieds sur la souche où se réunisaient les racines des broussailles auxquelles se retenait son compagnon .;f;Murger_Les Buveurs d'eau, par Henry;ark__12148_bpt6k5814107p;Les Buveurs d'eau, par Henry Murger;Murger, Henry (1822-1861);Michel Lévy frères (Paris);1855;In-18, VIII-354 p., Nombre total de vues :  374;['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:theme:8:84', 'gallica:typedoc:monographies'];['Contient une table des matières', 'Avec mode texte'];Bibliothèque nationale de France, département Littérature et art, Y2-55700;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30997890g;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k5814107p;2018-04-26;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9407;text;2010-07-21 22:00:00
caac342a3ea24ceb90afede78141472a;3963;Il était mécontent de son travail , il était fatigué de ces pénibles luttes sans résultat que les artistes appellent la mauvaise* veine , et qui , en se prolongeant , le soumettaient aux stériles et douloureuses fièvres de l'impuissance . Lui d'ordinaire si patient pour faire le siège d'une difficulté, il se sentait frappé de-l'inertie morale qui;paralyse;"toutes les forces; il aurait eu besoin de mouvement, de distraction, de plaisir;. - il éprouvait des convoitises de bien-être qu'il lie lui était pas permis de satisfaire .";f;Murger_Les Buveurs d'eau, par Henry;ark__12148_bpt6k5814107p;Les Buveurs d'eau, par Henry Murger;Murger, Henry (1822-1861);Michel Lévy frères (Paris);1855;In-18, VIII-354 p., Nombre total de vues :  374;['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:theme:8:84', 'gallica:typedoc:monographies'];['Contient une table des matières', 'Avec mode texte'];Bibliothèque nationale de France, département Littérature et art, Y2-55700;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30997890g;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k5814107p;2018-04-26;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9407;text;2010-07-21 22:00:00
ff4c90b2494d4165b09157211fb317ec;230;"Ce rigorisme , qui eût été applaudi dans une congrégation , devenait pour la Costenzina une personnalité presque injurieuse , et provoqua , LES ROUERIES DE L'INGÉNUE 37 de la part de la princesse , qui [ commençait à deviner le rôle qu'on faisait jouer au docteur , une interruption fort vive . — Le parti pris d'exclusion, surtout lorsqu'il n'admet aucune réserve, dit-elle, peut con'' duirc,à l'occasion, jusqu'à l'injustice; et positivement, c'en est une que de refuser préventivement la considérationà toute une classe de la société; c'est";paralyser;volontairement tous les efforts qu'elle peut tenter pour s'en rendre digne. — La considération , reprit le docteur , est une dignité sociale que l'on ne doit pas prodiguer sans courir le risque de se déconsidérer soi-même .;f;"Murger_Les roueries de l'ingénue ;";ark__12148_bpt6k5803887j;"Les roueries de l'ingénue ; La scène du gouverneur ; La nostalgie ; Les sirènes ";Murger, Henry (1822-1861);Michel Lévy frères (Paris);1876;"1 vol. (318 p.) ; in-18, Nombre total de vues :  329";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:theme:8:84', 'gallica:typedoc:monographies'];['Collection : Collection Michel Lévy', 'Contient une table des matières', 'Avec mode texte'];Bibliothèque nationale de France, département Littérature et art, 8-Y2-412;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30997930w;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k5803887j;2018-04-26;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9617;text;2010-01-31 23:00:00
9abf1aee5cec41daa5ef634a6fa35f4f;352;"–Il était seul , dans l'isolement de la nuit , accoudé au bord de la fenêtre , –et regardant autour de lui la ville silencieuse endormie sous la neige , qui tombait toujours lente et molle comme le duvet des colombes . Aucun bruit ne troublait le calme de cette nuit polaire, -ni le pas assourdi d'un passant attardé, ni l'aboi vague et lointain d'un chien errant, indéliniment répété par de lamentables échos; le vol des bises,";paralysé;par le froid, ne tourmentait pas les girouettes des toits voisins, recouverts d'une fourrure d'hermine, et aucune lumière ne brillait aux. fenêtres des maisons .;f;Murger_Scènes de la vie de;ark__12148_bpt6k200214v;Scènes de la vie de jeunesse (Nouvelle édition) ;Murger, Henry (1822-1861);Paris;1859;"1 vol. (287 p.) ; in-18, Nombre total de vues :  289";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:theme:8:84', 'gallica:typedoc:monographies'];['Collection : Collection Michel Lévy. Oeuvres complètes de Henry Murger', 'Collection : Collection Michel Lévy'];Bibliothèque nationale de France;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30997974h;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k200214v;2019-07-19;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9773;text;2007-10-14 22:00:00
d32354e103ca4007b06aba7975e908d5;656;"Le chiffre jugé , elle revenait à la chose et la demandait . Elle trouvait ainsi le fréquent moyen de faire dépenser, pour deux personnes, trois ou quatre louis C'était stupide; mais la victime avait fini par trouver un petit moyen de";paralyser;ces exorbitances. Le peintre demandait invariablement huîtres , pain , beurre , radis , chablis , le tout précédant un plat calculé des plus longs à préparer .;f;Musset_Correspondance (1827-1857);ark__12148_bpt6k2984458;Correspondance (1827-1857) ;Musset, Alfred de (1810-1857);Paris;1907;"1vol. (298 p.) : portr., pl. et fac-simil. ; in-8, Nombre total de vues :  294";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:theme:8:84', 'gallica:typedoc:monographies'];;Bibliothèque nationale de France;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30999462m;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k2984458;2019-07-19;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9453;text;2012-08-05 22:00:00
9c0bafc4bb7b485caad49d57b76089d5;349;"Elles se laissèsèrent prendre à l'appât du blanc de poulet ; mais il ne fallait pas songer à leur faire mastiquer les viandes de boucherie , et quant à celle de porc , la première fois que M . Fressermann eut l'imprudence d'en vouloir manger, sa mâchoire demeura comme";paralysée;pendant une heure. Le major n'insista pas et n'y revint jamais .;f;Musset_Histoires de trois maniaques;ark__12148_bpt6k6464073z;Histoires de trois maniaques ;Musset, Paul de (1804-1880);Charpentier (Paris);1876;"1 vol. (293 p.) ; in-18, Nombre total de vues :  320, application/epub+zip";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:theme:8:84', 'gallica:typedoc:monographies'];['Contient une table des matières', 'Avec mode texte'];Bibliothèque nationale de France, département Littérature et art, 8-Y2-282;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30999754t;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k6464073z;2018-04-26;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9999;text;2013-07-31 22:00:00
d8faf6a265f643edb88a77e8fb1651fe;484;puisse le ciel me retirer bientôt l'occasion de la mettre en pratique , dussent mes comptes en être plus difficiles à régler ! Au diable cette vertu des mendians, des;paralytiques;"et des femmes abandonnées! La jeûne fille était effrayée comme si la foudre allait frapper le blasphémateur ; cependant i la terreur parut bientôt faire place à la pitié sur son charmant visage .";c;Musset_Lauzun. Tome 2;ark__12148_bpt6k5706219b;Lauzun. Tome 2 ;Musset, Paul de (1804-1880);Dumont (Paris);1835;"2 vol. ; in-8, Nombre total de vues :  366";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:theme:8:84', 'gallica:typedoc:monographies'];['Contient une table des matières', 'Avec mode texte'];Bibliothèque nationale de France, département Littérature et art, Y2-55845;"[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb30999757v"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30999757v']";[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k5706219b;2018-04-26;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9389;text;2009-08-30 22:00:00
d8faf6a265f643edb88a77e8fb1651fe;1820;Présentation d'un homme comme la cour n'en avait jamais vu . — Le souper d'un;paralytique;: —Terrible vengeance contre un ennemi femelle. — Mademoiselle pleure dans le sein d'un ami .;c;Musset_Lauzun. Tome 2;ark__12148_bpt6k5706219b;Lauzun. Tome 2 ;Musset, Paul de (1804-1880);Dumont (Paris);1835;"2 vol. ; in-8, Nombre total de vues :  366";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:theme:8:84', 'gallica:typedoc:monographies'];['Contient une table des matières', 'Avec mode texte'];Bibliothèque nationale de France, département Littérature et art, Y2-55845;"[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb30999757v"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30999757v']";[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k5706219b;2018-04-26;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9389;text;2009-08-30 22:00:00
d8faf6a265f643edb88a77e8fb1651fe;213;Depuis un mois que mon entreprise a échoué , je ne cesse de crier que l'humidité m'accable de rhumatismes . Je soutiens avec impudence que j'ai un bras;paralysé;. Le médecin de la prison , en examinant ce bras tout semblable à l'autre , dit que cela n'est pas* impossible .;c;Musset_Lauzun. Tome 2;ark__12148_bpt6k5706219b;Lauzun. Tome 2 ;Musset, Paul de (1804-1880);Dumont (Paris);1835;"2 vol. ; in-8, Nombre total de vues :  366";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:theme:8:84', 'gallica:typedoc:monographies'];['Contient une table des matières', 'Avec mode texte'];Bibliothèque nationale de France, département Littérature et art, Y2-55845;"[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb30999757v"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30999757v']";[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k5706219b;2018-04-26;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9389;text;2009-08-30 22:00:00
d8faf6a265f643edb88a77e8fb1651fe;1228;Mon ami , ne vous faites pas , illusion , soyez assuré qu'il n'y a pour vous de chance de ( i47 ) salut qu'en feignant d'être abruti , honteux , écrasé par la gloire du monarque , accablé de maux incurables et de rhumatismes . Une fois;paralytiqne;, idiot et défiguré, vous serez le bien revenuà la cour. Aussi ai-je été ravi d'apprendre que vous faisiez le malade , car je ne puis croire qu'avec votre corps robuste , vous le soyez réellement .;cf;Musset_Lauzun. Tome 2;ark__12148_bpt6k5706219b;Lauzun. Tome 2 ;Musset, Paul de (1804-1880);Dumont (Paris);1835;"2 vol. ; in-8, Nombre total de vues :  366";['fre', 'français'];[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'monographie imprimée'}];84;8;['gallica:theme:8:84', 'gallica:typedoc:monographies'];['Contient une table des matières', 'Avec mode texte'];Bibliothèque nationale de France, département Littérature et art, Y2-55845;"[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb30999757v"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30999757v']";[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k5706219b;2018-04-26;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9389;text;2009-08-30 22:00:00
667e359815d84a489fff44079d8a5520;2136;Un souper et un dîner perfides se réunirent pour conspirer sans pudeur aucune contre le repos du Périgourdin . D'abord, il fut galopé par un succulent gigot de mouton qui talonnait de sa queue festonnée son dos trop tardif et ses jambes;paralysées;"de terreur. Puis vint un pâté de lièvre , fantôme au front cornu , qui appuyait avec un rire amer sa main de plomb sur son estomac ; le croupion d'un chapon lui suggérait mille idées saugrenues , et une diablesse de cuisse de dinde se remuait sans cesse devant ses yeux écarquillés d'effroi , en affectant de revêtir les formes les plus infernales .";f;Nerval_Nouvelles et fantaisies;ark__12148_bpt6k96119177;Nouvelles et fantaisies ;Nerval, Gérard de (1808-1855);Librairie ancienne H. Champion (Paris);1928;"1 vol. (XXIV-322 p.) ; in-8, Nombre total de vues :  386";fre;[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}];84;8;['gallica:theme:8:84', 'gallica:typedoc:monographies'];['Contient une table des matières', 'Avec mode texte'];Bibliothèque nationale de France, département Littérature et art, 8-Z-24078 (2);"[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb37328627w"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30890542x']";[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k96119177;2022-06-22;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9958;text;2015-10-18 22:00:00
230cdfab6ee14ec594305e59419caee7;10283;le long séjour de Heine parmi nous ne lui a guère profité pourtant . Frappéà la fois de cécité et de;paralysie;, le poëte souffre, jeune encore, des plus tristes infirmités de la vieillesse. Le destin d'Homère serait , pour lui , digne d'envie !;c;Nerval_Oeuvres complètes de Gérard de;ark__12148_bpt6k65013905;Oeuvres complètes de Gérard de Nerval .... Tome 1;Nerval, Gérard de (1808-1855), Goethe, Johann Wolfgang von (1749-1832);Michel Lévy frères (Paris);1867-1877;"6 vol. ; in-18, Nombre total de vues :  536, application/epub+zip 3.0 accessible, Format adaptable de type XML DTBook, 2005-3";fre;[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}];84;8;['gallica:corpus:Pam1', 'gallica:theme:8:84', 'gallica:typedoc:monographies'];"[""Comprend : Faust et le second Faust / traduits par Gérard de Nerval ; précédés d'une notice par Théophile Gautier"", 'Appartient à l’ensemble documentaire : Pam1', 'Appartient à l’ensemble documentaire : GTextes1', 'Appartient à l’ensemble documentaire : BbLevt0', 'Contient une table des matières', 'Avec mode texte']";Bibliothèque nationale de France, département Littérature et art, 8-Z-579 (1);"[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31009420d"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31009420d']";[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k65013905;2022-12-02;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9993;text;2013-04-03 22:00:00
230cdfab6ee14ec594305e59419caee7;5999;"Ce que le seigneur ordonne est facile ; pour le serviteur , c'est un jeu ; la fierté de cette beauté ne règne-t-elle pas sur le bien et sur la vie ? Déjà toute l'armée est adoucie, tous les glaives sont";paralysés;"et émoussés devant cette magnifique image; le soleil même est faible et froid devant la splendeur de sa figure. Tout est vide , tout est nul .";f;Nerval_Oeuvres complètes de Gérard de;ark__12148_bpt6k65013905;Oeuvres complètes de Gérard de Nerval .... Tome 1;Nerval, Gérard de (1808-1855), Goethe, Johann Wolfgang von (1749-1832);Michel Lévy frères (Paris);1867-1877;"6 vol. ; in-18, Nombre total de vues :  536, application/epub+zip 3.0 accessible, Format adaptable de type XML DTBook, 2005-3";fre;[{'@xml:lang': 'eng', '#text': 'text'}, {'@xml:lang': 'fre', '#text': 'monographie imprimée'}, {'@xml:lang': 'eng', '#text': 'printed monograph'}];84;8;['gallica:corpus:Pam1', 'gallica:theme:8:84', 'gallica:typedoc:monographies'];"[""Comprend : Faust et le second Faust / traduits par Gérard de Nerval ; précédés d'une notice par Théophile Gautier"", 'Appartient à l’ensemble documentaire : Pam1', 'Appartient à l’ensemble documentaire : GTextes1', 'Appartient à l’ensemble documentaire : BbLevt0', 'Contient une table des matières', 'Avec mode texte']";Bibliothèque nationale de France, département Littérature et art, 8-Z-579 (1);"[""Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31009420d"", 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31009420d']";[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}];https://gallica.bnf.fr/ark:/12148/bpt6k65013905;2022-12-02;http://purl.org/dc/elements/1.1/;http://www.openarchives.org/OAI/2.0/oai_dc/;http://www.w3.org/2001/XMLSchema-instance;http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd;bnf.fr;monographie;9993;text;2013-04-03 22:00:00
