GUID;SatzID;Pre;Match;Post;figuré (f) ou concret (c);Dateiname;ark;dc:identifier;dc:title;dc:creator;dc:publisher;dc:date;dc:format;dc:language;dc:relation;dc:source;dc:description;provenance;sdewey;dewey;typedoc;nqamoyen;first_indexation_date_;dc:rights
f35788f7b6a54de7b7c2765405a810e5;129;"Non , je ne puis le croire ; j'ai trop de confiance dans la sagesse & la justice des autorités constituées . Si j'entrois dans le monde dans ce moment de la République naissante, fondée sur les principes de Pégalité, je me garderois bien de songerà la fortunej& pourvu que j'eusse acquis le nécessaire pour vivre faas ostentation, moi& ma famille, ce que cependant j'ai toujours fait, je ne m'embarrafíerois pas de laisserà ânes enfants autre chose que des vertus,& surtout je ne prendrois aucun état dont la base fut une circulation de numéraire, comme l'est tout commerce quelconque, soit intérieur ou maritime,& particulièrement la banque, Pagentedes deux autres, qui semble avoir encouru la disgrâce des autorités constituées, par les abus qu'ils ont découverte fans doute dans ceux qui comme ceux quej'' ai éprouvés;& il est très-possible que ma fortune fe réduiseà rien, comme dans ce moment, ou je n'ai pas de quoi payer ma dépense journalière, tous mes revenas étant";paralysés;par ma déteatîon. 21 Pont sait .;f;Lambert (11)_Precis de la vie du;ark__12148_bpt6k5618994c;https://gallica.bnf.fr/ark:/12148/bpt6k5618994c;Precis de la vie du citoyen Lambert, depuis sa naissance jusqu'a ce jour . Suivi de quelques lettres de J. J. Rousseau, qui n'ont point encore été imprimées;Lambert (11), Rousseau, Jean-Jacques (1712-1778);;1793;"36 p. ; in-8, Nombre total de vues : 40";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30726488s;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-LN27-11217;Comprend : Lettres de Jean-Jacques Rousseau, au citoyen Lenieps, père de la citoyenne Lambert, Avec mode texte;bnf.fr;350;30;monographie;99980;2009-12-28 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
f9c0913fed9a4641b0254053838273aa;1794;"Il déclare quelques minutes après que le Malade guérira , ou qu'il ne guérira pas ; & quelque-chose qu'il arrive , il trouve dans son esprit ânes de ressources pour sauver l'honneur de la jonglerie , & le fien en- particulier . Dans certaines maladies, comme la";paralysie;, laphthisie, ces Sauvages se persuadent bonnement qu'ils font ensorcelés,& c'est alors que le Jongleur triomphe& fait parade de son art. Il fait étendre le Malade sur une peau d'ours , & après lui avoir exactement tâté toutes les parties du corps , avec quantité de grimaces & de contorsions , il annonce qu'il a découvert l'endroit où le fort a été jeté .;cf;Rétif de La Bretonne_L'Andrographe ou Idées d'un honnête;ark__12148_bpt6k6438356w;https://gallica.bnf.fr/ark:/12148/bpt6k6438356w;L'Andrographe ou Idées d'un honnête homme sur un projet de règlement proposé à toutes les nations de l'Europe pour opérer une réforme générale des moeurs et, par elle, le bonheur du genre humain . Avec des notes historiques et justificatives. Recueillies par N.-E. Rétif-de-la-Bretone,... 1re partie [et 2ème partie.];Rétif de La Bretonne, Nicolas-Edme (1734-1806);Gosse et Pinet (La Haye), Vve Duchesne et Belin (Paris);1782;"16-476 p. ; in-8, Nombre total de vues : 520";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb325659860;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, 8-Z LE SENNE-6375;Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;9850;2012-12-24 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
ff909c28709b4ee5a1b0797b0e0262bf;323;Leurs grands progrès anciens , & leur ignorance présente , sont un contraste dont il est difficile de rendre raison . J'ai toujours pensé, que leur respect pour leurs ancêtres, qui est chez eux une espece de religion, était une;paralysie;qui les empêchait de marcher dans la carrière des sciences. Ils regardaient leurs ayeux comme nous avons longtemps regardé Aristote : notre soumission pour Aristote ( qui n'était pourtant pas l'un de nos ancêtres ) a été si superstitieuse , que même dans l'avant-dernier siecle le Parlement de Paris défendit , sous peine de mort , qu'on fût en physique d'un avis différent de ce Grec de Stagire .;f;Voltaire (1694-1778)_Lettres chinoises, indiennes et tartares;ark__12148_bpt6k123126r;https://gallica.bnf.fr/ark:/12148/bpt6k123126r;Lettres chinoises, indiennes et tartares à Monsieur Paw , par un bénédictin, avec plusieurs autres pièces intéressantes;Voltaire (1694-1778), Boufflers, Stanislas-Jean de (1738-1815);(Londres Amsterdam);1776;"184 p. ; in-8, Nombre total de vues : 399";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb31605411h'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb31605411h']'';Bibliothèque nationale de France, département Littérature et art, Z-15570-15572;Comprend : Lettres de M. le chevalier de Boufflers, pendant son voyage en Suisse, à madame sa mère, avec des notes, Avec mode texte;bnf.fr;840;80;monographie;90160;2008-10-02 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
d9ad4d819ae54691877537d4b5e311fd;220;Mais ce défaut pourrait se rencontrer par suite de monstruosité . De plus, les accidents, les maladies peuvent rendre l'organisation inefticace le;paralytique;voudrait se sauver de l'incendie, il en est incapable. ( N .;cf;Buffon_Les quadrupèdes : animaux domestiques;ark__12148_bpt6k759917;https://gallica.bnf.fr/ark:/12148/bpt6k759917;"Les quadrupèdes : animaux domestiques et animaux sauvages en France ; précédés du Discours sur la nature des animaux";Buffon, Georges-Louis Leclerc comte de (1707-1788);(Bar-le-Duc);1877;"IV-298 p. ; in-8, Nombre total de vues : 309";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb301744184;Bibliothèque nationale de France, département Sciences et techniques, 8-S-594;''''''Collection : Bibliothèque des chefs-doeuvre'''', ''''Collection : Bibliothèque des chefs-doeuvre'''''';bnf.fr;590;50;monographie;97720;2007-10-15 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
0195d59e82f449af8d340c99c15d2a2f;8537;Ce fut dans la vie de Buffon un triste et solennel événement . Cette âme si forte fut profondément remuée, et le découragement, ce dernier terme de la douleur chez les cœurs courageux,;paralysa;ses facultés et interrompit ses travaux. S'il était besoin de prouver toute la sensibilité de Buffon , dont-on a trouvé déjà , dont on trouvera encore dans cette correspondance de si touchants témoignages , quelle preuve plus éclatante que cette immense douleur dont la raison et la philosophie ne peuvent triompher ?;f;Buffon_Correspondance inédite de Buffon, à;ark__12148_bpt6k62985931;https://gallica.bnf.fr/ark:/12148/bpt6k62985931;Correspondance inédite de Buffon, à laquelle ont été réunies les lettres publiées jusqu'à ce jour. Tome 1 ;Buffon, Georges-Louis Leclerc comte de (1707-1788);(Paris);1860;"2 vol. (XXXVII-500, 644 p.) ; in-8, Nombre total de vues : 553";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb30174432p'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30174432p']'';Bibliothèque nationale de France, département Littérature et art, Z-44255;Contient une table des matières, Avec mode texte;bnf.fr;500;50;monographie;99960;2013-04-29 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
0195d59e82f449af8d340c99c15d2a2f;7916;M . do Montbeillard revenait passer l'automne dans sa famille, et s'y trouva lorsque son père fut frappé d'apoplexie et de;paralysie;, en septembre 1741,à la campagne. Cette attaque fut suivie do plusieurs autres , qui le conduisirent au tombeau dans l'espace de six mois .;c;Buffon_Correspondance inédite de Buffon, à;ark__12148_bpt6k62985931;https://gallica.bnf.fr/ark:/12148/bpt6k62985931;Correspondance inédite de Buffon, à laquelle ont été réunies les lettres publiées jusqu'à ce jour. Tome 1 ;Buffon, Georges-Louis Leclerc comte de (1707-1788);(Paris);1860;"2 vol. (XXXVII-500, 644 p.) ; in-8, Nombre total de vues : 553";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb30174432p'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30174432p']'';Bibliothèque nationale de France, département Littérature et art, Z-44255;Contient une table des matières, Avec mode texte;bnf.fr;500;50;monographie;99960;2013-04-29 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
40f5a8b4d75543b8b6eae4677697011e;1402;Je vais vous donner ma démission . L'Abbé Mauri, tâchant de faire conterà l'Abbé de Beaumont, vieux et;paralytique;", les détails de sa jeunesse et de sa vie: l'Abbé, lui dit celui-ci, vous me prenez mesure; indiquant qu'il cherchait des matériaux pour son élogeà l'Académie. D'Alembert se trouva chez Voltaire avec un célèbre Professeur de droit à Genève .";c;Chamfort_Oeuvres de Chamfort. Tome 4;ark__12148_bpt6k9607085j;https://gallica.bnf.fr/ark:/12148/bpt6k9607085j;Oeuvres de Chamfort. Tome 4 ;Chamfort, Sébastien-Roch-Nicolas de (1741?-1794);Impr. des sciences et des arts (Paris);1794;"4 vol. ; in-8, Nombre total de vues : 468";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb302179708'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb302179708']'';Bibliothèque nationale de France, département Littérature et art, Z-27647;Appartient à l’ensemble documentaire : GTextes1, Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;9850;2015-08-03 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
40f5a8b4d75543b8b6eae4677697011e;1221;"Cela a tourné bien court , disait-elle ; deux jours auparavant , M . Bouvard lui avait per- mis de manger; et le jour même de sa mort, deux heures avant la récidive de sa";paralysie;", il était, commeà trente ans, comme il avait été toute sa vie: il avait demandé son perroquet, avait dit: Brossez ce fauteuil, voyons mes deux brodèries nouvelles; enfin, toute sa tête, ses idées commeà l'ordinaire. M .";c;Chamfort_Oeuvres de Chamfort. Tome 4;ark__12148_bpt6k9607085j;https://gallica.bnf.fr/ark:/12148/bpt6k9607085j;Oeuvres de Chamfort. Tome 4 ;Chamfort, Sébastien-Roch-Nicolas de (1741?-1794);Impr. des sciences et des arts (Paris);1794;"4 vol. ; in-8, Nombre total de vues : 468";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb302179708'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb302179708']'';Bibliothèque nationale de France, département Littérature et art, Z-27647;Appartient à l’ensemble documentaire : GTextes1, Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;9850;2015-08-03 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
40f5a8b4d75543b8b6eae4677697011e;156;Si Diogènes vivait de nos jours , il faudrait que sa lanterne fût une lanterne sourde . Il faut convenir que, pour être heureux en vivant dans le monde, ilya des côtés d'e son ame qu'il faut entiè- rement;paralyser;. La Fortune et le costume qui l'entoure , fait de la vie une représentation au milieu de laquelle il faut qu'à la longue l'homme le plus honnête devienne Comédien malgré lui .;f;Chamfort_Oeuvres de Chamfort. Tome 4;ark__12148_bpt6k9607085j;https://gallica.bnf.fr/ark:/12148/bpt6k9607085j;Oeuvres de Chamfort. Tome 4 ;Chamfort, Sébastien-Roch-Nicolas de (1741?-1794);Impr. des sciences et des arts (Paris);1794;"4 vol. ; in-8, Nombre total de vues : 468";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb302179708'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb302179708']'';Bibliothèque nationale de France, département Littérature et art, Z-27647;Appartient à l’ensemble documentaire : GTextes1, Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;9850;2015-08-03 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
607c916f3ebe4b27926e38449a7fa936;2522;J'ai reçu votre lettre du vendredi , mon cher ami , et j'ai béni votre griffonnage même qui m'a valu quatre pages de l'ami le plus cher , le plus profondément estimable et le plus sympatique à moi que j'aie rencontré de ma vie . L'intérêt que vous m'y montrez et que vous avez su rendre contagieux pour un des hommes de mérite que vous aimez et que vous prisez le plus,a versé la consolation dans un coeur navré par* tant de côtés, qu'il ne peut être que bien souffrant, puisqu'il ne se;paralyse;pas. Véritablement la persuasion intime dont je suis pénétré , que je vaux mieux que mes persécuteurs et mes ennemis , et que dans les êtres créés , rien ne vaut mieux que mon ami le plus cher , me rendent du sommeil , du bienêtre et même des jouissances .;cf;Chamfort_Oeuvres complètes de Chamfort. T.;ark__12148_bpt6k2026541;https://gallica.bnf.fr/ark:/12148/bpt6k2026541;Oeuvres complètes de Chamfort. T. 5 ;Chamfort, Sébastien-Roch-Nicolas de (1741?-1794);Chaumerot jeune (Paris);1824-1825;"5 vol. ; in-8, Nombre total de vues : 442";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb30217974n'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30217974n']'';Bibliothèque nationale de France;;bnf.fr;800;80;monographie;94760;2007-10-15 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
8764f015596e4807a150b2b6c3c78562;63;"Ses diverses méthodes pour construire ou pour résoudre les équations , préparaient les vastes progrès du siècle suivant dans l'analyse mathématique . Le calendrier grégorien, s'établissait; inférieur au calendrier actuel, mais supérieurà celui qu'il remplaçait, il était repoussé comme nouveau par la même classe d'hommes qui maintenant le protège, comme ancien; esprits paresseux et jaloux, dont la raison sans mouvement voudrait";paralyser;"la peusée humaine. Heureusement d'autres esprits assurent sa marche indépendante ; et le seizième siècle en possédait beaucoup de cette trempe .";f;Chénier_Discours sur les progrès des;ark__12148_bpt6k5403850j;https://gallica.bnf.fr/ark:/12148/bpt6k5403850j;Discours sur les progrès des connaissances en Europe et de l'enseignement public en France ;Chénier, Marie-Joseph de (1764-1811);(Paris);1800;"52 p. ; in-8, Nombre total de vues : 62";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30232859p;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, R-31276;Avec mode texte;bnf.fr;940;90;monographie;93450;2008-05-29 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
6b519c69ffa9442897767471d841817b;268;"égards la première littérature de l'Europe . Et si l'esprit de parti, décoré dans les temps de trouble du nom d'opinion publique, avait autrefois donné de fausses directions aux idées les plus généreuses; si ce même esprit, non moins funeste, en agissant d'une autre manière et par d'au très hommes, avait depuis arrêté l'essor des talens et";paralysé;la pensée, il nous resterait une espérance qui ne serait point déçue. Vous régnez , SIRE , et vous protégez , vous protégerez encore ce qui fait les littérateurs , l'art d'écrire .;f;Chénier_Discours adressé à Sa Majesté;ark__12148_bpt6k64720778;https://gallica.bnf.fr/ark:/12148/bpt6k64720778;Discours adressé à Sa Majesté impériale en son Conseil d'État, le 27 février 1808, au nom de la classe de la langue et de la littérature française (par M.-J. Chénier);Chénier, Marie-Joseph de (1764-1811);Dabin (Paris);1808;In-8° , 32 p., Nombre total de vues : 32;français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30232851x;Bibliothèque nationale de France, département Littérature et art, Z-28412;Avec mode texte;bnf.fr;800;80;monographie;99960;2013-04-04 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
d3962b6f6c2a420b9c7ac57c006c514b;6759;Us n'ont pas été l'ouvrage du peuple qui , ne se croyant ni la force , ni l'intérêt de les empêcher , en a détourné les yeux . C'est celui d'un petit nombre de factieux, qui ont eu l'art de;paralyser;la force publique et de tromper les citoyens et l'Assemblée nationale, dont les efforts ont été faibles et mal dirigés, parce qu'elle ignorait le véritable état des choses. De là cette lutte entre l'Assemblée nationale et la ( 1 ) Tome X , page 5/ , 5 .;f;Condorcet_Oeuvres de Condorcet. Tome 1;ark__12148_bpt6k58105584;https://gallica.bnf.fr/ark:/12148/bpt6k58105584;Oeuvres de Condorcet. Tome 1 ;Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794);Firmin Didot frères (Paris);1847-1849;"12 vol. ; in-8, Nombre total de vues : 862";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb30263648b'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30263648b']'';Bibliothèque nationale de France, département Littérature et art, Z-28850;Appartient à l’ensemble documentaire : GTextes1, Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;96390;2010-07-12 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
d3962b6f6c2a420b9c7ac57c006c514b;2277;"gO CORRESPONDANCE nandde Rohan ( puisque prince y a ) qui lui succède ; celui-là fera moins de mandements que de battues de lièvres . Le cardinal de Luyues, votre confrère et le mien, est en apoplexie, ou plutôt en";paralysie;. Vous voyez que ï'épizootie gagne Paris .;c;Condorcet_Oeuvres de Condorcet. Tome 1;ark__12148_bpt6k58105584;https://gallica.bnf.fr/ark:/12148/bpt6k58105584;Oeuvres de Condorcet. Tome 1 ;Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794);Firmin Didot frères (Paris);1847-1849;"12 vol. ; in-8, Nombre total de vues : 862";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb30263648b'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30263648b']'';Bibliothèque nationale de France, département Littérature et art, Z-28850;Appartient à l’ensemble documentaire : GTextes1, Contient une table des matières, Avec mode texte;bnf.fr;840;80;monographie;96390;2010-07-12 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
3a7f1214a81448689596a98d57c08bab;557;~i~at~ N~ Les motifs de cette mesure violente sont consignés dans l'Arfêté qui la prononce ils sont tous puisés dans la conduite que la Municipalité a tenue à l'occasion de l'événement du M Juin cette conduite a sauvé l'Empire . C'est au moment où la Patrie est en danger c'est au moment ou, menacée par l'invasion visiblement concertée des ennemis du dehors, la] Na6on est prête ~se lever Xoutë-entière, pour apprendreà l'Univers que si ies tyrans se sont dechainés contre les peuples, la liberté sainte unit les peuples contre les tyransJ c'est au moment ou la division intérieure pourroit être le seul espoir du despotisme, la seule ressource des méchans que le Département s'est rendu sourd anx acclamations de reconnoissance et de bénédictions qui retentissent dans la Capitale et dans toute la France, sur la prudente Fermeté de la Municipalité, Dans cet instant de crise le Département n'a pas craint de frapper de;paralysie;"morale des Magistrats qui ont épargné le sang du peuple disons mieux le sang des pervers dont le peuple se seroit fait peut-être Nne justice terrible, si. la MunicipaUté eut écouté la voix des scélérats qui de loin par prudence agitoient les brandonsde laguerre CtvNe , ' ) Si le Maire et le Procureur de la Commu~e ; 8en6 coupables dp ~'avotr .";f;Condorcet_Opinion de M. Condorcet sur;ark__12148_bpt6k743633;https://gallica.bnf.fr/ark:/12148/bpt6k743633;Opinion de M. Condorcet sur les mesures générales propres à sauver la patrie des dangers imminens dont elle est menacée : prononcée à l'Assemblée nationale, le 6 juillet 1792...;Condorcet, Jean-Antoine-Nicolas de Caritat marquis de (1743-1794);Impr. nationale (Paris);1792;"42 p. ; in-8, Nombre total de vues : 46";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30263797t;Bibliothèque nationale de France, département Philosophie, histoire, sciences de l'homme, Le33-3. A (47);;bnf.fr;9440;90;monographie;65480;2007-10-15 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
4cefe8fb161a428a916ad70bceea54a0;1441;"Mais quelle a été la réponse & le raisonnement de leurs Antagonistes ? Ils ont suppose pareillement que l'Aveugle-né verroit aussi-tôt qu'il auroit l'organe sain; ils ont imaginé qu'il en étoit d'un oeilà qui l'on abaisse la cataracte, comme d'un bras qui cesse d'être";paralytique;": il ne saut point d'exerciceà celui-ci pour sentir, ont-ils dit, ni par conséquentà l'autre pour voir;& ils ont ajouté:,. Accordons à l'Aveugle-né un peu plus de phi- '' losophie que vous ne lui en donnez ; & après '' avoir pouffé le raisonnement jusqu'où vous '' l'avez laissé , il continuera ; mais cependant , '' qui m'a assuré , qu'en approchant de ces corps , '' & en appliquant mes mains sur eux , ils ne '' tromperont pas subitement mon attente , & que '' le cube ne me renverra pas la sensation de la '' sphere , & la sphere celle du cube ?";c;Diderot_Collection complette des oeuvres philosophiques,;ark__12148_bpt6k9787724q;https://gallica.bnf.fr/ark:/12148/bpt6k9787724q;Collection complette des oeuvres philosophiques, littéraires et dramatiques de M. Diderot.... Tome 2;Diderot, Denis (1713-1784);s.n. (Londres);1773;"5 vol. ; in-8, Nombre total de vues : 514";français;''[''''Notice d'ensemble : http://catalogue.bnf.fr/ark:/12148/cb303406200'''', 'Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb303406200']'';Bibliothèque nationale de France, département Littérature et art, Z-27596;Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;9500;2017-07-31 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
54675af1d0d54b7da8e1d909112c96a6;2905;Et puis , si on ne savait pas le sujet , on ne le devinerait jamais . Le;Paralytique;qui est secouru par ses enfans, ou le dessin que le peintrea appelé le Fruit de la bonne Éducation, est un tableau de mœurs. Il prouve que ce genre peut fournir des compositions capables de faire honneur aux talens et aux sentimeus de l'ar- tiste .;cf;Diderot_Supplément aux Oeuvres de Diderot;ark__12148_bpt6k6430616x;https://gallica.bnf.fr/ark:/12148/bpt6k6430616x;"Supplément aux Oeuvres de Diderot ; contenant : Voyage de Hollande. - Salons de 1761 et 1769. - Fragmens politiques. - Mélanges de littérature. - Poésies. - Dialogues. - Lettres. Seconde édition, augmentée du Joueur...";Diderot, Denis (1713-1784);A. Belin (Paris);1819;"II-580 p. ; in-8, Nombre total de vues : 596";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30340624c;Bibliothèque nationale de France, département Littérature et art, Z-27635;Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;99930;2013-04-29 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
54675af1d0d54b7da8e1d909112c96a6;3053;"Victor , son S . Benoît près de mourir; le Socrate condamné de Challe; le Bénédicité de Chardin; le Soleil couchant de Le Bel; les deux Vues de Baïonne, malgré leur peu d'effet; le Diomède de Doyen; le jeune Élève de Drouais; la Blanchisseuse, le";Paralytique;", le Fermier brûlé, le Portrait de Babuti par Greuze; le Crucifix de bronze de Roland de la Porte; et d'autres qui ont pu m'échapper; et cette étonnante Bataille de Casanove. On ne peint plus en Flandre .";cf;Diderot_Supplément aux Oeuvres de Diderot;ark__12148_bpt6k6430616x;https://gallica.bnf.fr/ark:/12148/bpt6k6430616x;"Supplément aux Oeuvres de Diderot ; contenant : Voyage de Hollande. - Salons de 1761 et 1769. - Fragmens politiques. - Mélanges de littérature. - Poésies. - Dialogues. - Lettres. Seconde édition, augmentée du Joueur...";Diderot, Denis (1713-1784);A. Belin (Paris);1819;"II-580 p. ; in-8, Nombre total de vues : 596";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30340624c;Bibliothèque nationale de France, département Littérature et art, Z-27635;Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;99930;2013-04-29 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
54675af1d0d54b7da8e1d909112c96a6;3214;Immédiatement après sa réception il alla passer deux ans à Rome , et depuis son retour , sa réputation a toujours été en augmentant . Son dessin du;Paralytique;est beau, etM. Diderot vous en a donné une idée fort exacte .;cf;Diderot_Supplément aux Oeuvres de Diderot;ark__12148_bpt6k6430616x;https://gallica.bnf.fr/ark:/12148/bpt6k6430616x;"Supplément aux Oeuvres de Diderot ; contenant : Voyage de Hollande. - Salons de 1761 et 1769. - Fragmens politiques. - Mélanges de littérature. - Poésies. - Dialogues. - Lettres. Seconde édition, augmentée du Joueur...";Diderot, Denis (1713-1784);A. Belin (Paris);1819;"II-580 p. ; in-8, Nombre total de vues : 596";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30340624c;Bibliothèque nationale de France, département Littérature et art, Z-27635;Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;99930;2013-04-29 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
54675af1d0d54b7da8e1d909112c96a6;3147;On peut reprocher à Greuze d'avoir répété une même tête dans trois tableaux différens . La tête du père qui paie la dot est celle du père qui lit l'Écriture-Sainteà ses enfans, et je crois aussi celle du;paralytique;. On du moins ce sont trois frères avec un grand air de famille .;cf;Diderot_Supplément aux Oeuvres de Diderot;ark__12148_bpt6k6430616x;https://gallica.bnf.fr/ark:/12148/bpt6k6430616x;"Supplément aux Oeuvres de Diderot ; contenant : Voyage de Hollande. - Salons de 1761 et 1769. - Fragmens politiques. - Mélanges de littérature. - Poésies. - Dialogues. - Lettres. Seconde édition, augmentée du Joueur...";Diderot, Denis (1713-1784);A. Belin (Paris);1819;"II-580 p. ; in-8, Nombre total de vues : 596";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30340624c;Bibliothèque nationale de France, département Littérature et art, Z-27635;Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;99930;2013-04-29 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
54675af1d0d54b7da8e1d909112c96a6;3218;"Greuze eût plutôt choisi un vieux goutteux qu'un paralytique pour son vieillard ; car son projet est de montrer les fruits d'une bonne éducation par la vivacité et l'attention avec lesquelles toute cette famille rend à son chef les soins qu'elle en a reçus . Cette idée est touchante, douce et consolante; mais la vue du";Paralytique;peine trop, et la tristesse qu'elle inspire ôte la consolation qu'on ressentirait sans cela de l'empressement de tous ces en fans autour de leur père. Un vieux goutteux , perclus de ses membres , n'aurait pas produit cet effet .;cf;Diderot_Supplément aux Oeuvres de Diderot;ark__12148_bpt6k6430616x;https://gallica.bnf.fr/ark:/12148/bpt6k6430616x;"Supplément aux Oeuvres de Diderot ; contenant : Voyage de Hollande. - Salons de 1761 et 1769. - Fragmens politiques. - Mélanges de littérature. - Poésies. - Dialogues. - Lettres. Seconde édition, augmentée du Joueur...";Diderot, Denis (1713-1784);A. Belin (Paris);1819;"II-580 p. ; in-8, Nombre total de vues : 596";français;Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb30340624c;Bibliothèque nationale de France, département Littérature et art, Z-27635;Contient une table des matières, Avec mode texte;bnf.fr;800;80;monographie;99930;2013-04-29 00:00:00;[{'@xml:lang': 'fre', '#text': 'domaine public'}, {'@xml:lang': 'eng', '#text': 'public domain'}]
